Latitude,Longitude,Closest City Name,Closest Country Code,Temperature,Humidity,Cloudiness,Wind Speed
-86.73000000000064,-116.90000000000062,punta arenas,cl,-42.05,0,44,25.64
30.869999999999983,63.630000000000564,rudbar,af,75.49,21,0,3.49
6.5600000000000005,30.319999999999993,yirol,sd,69.91,91,0,2.71
-22.690000000000154,-111.25000000000173,rikitea,pf,70.9,100,8,18.03
-83.9800000000012,2.15,hermanus,za,-77.33,0,0,20.6
-56.54999999999946,162.09000000000617,bluff,nz,36.61,100,12,22.62
11.27,-57.749999999999645,oistins,bb,81.16,99,12,18.7
-27.330000000000055,97.88999999999842,carnarvon,au,64.78,100,0,19.82
43.139999999999716,-107.28000000000253,casper,us,90.61,11,0,6.73
-45.03999999999766,100.079999999998,busselton,au,44.35,100,56,34.25
70.16000000000159,-82.15000000000157,clyde river,ca,60.37,40,0,12.77
-45.8899999999978,-179.88999999999993,vaini,to,51.73,95,12,21.83
-50.57999999999853,2.35,cape town,za,33.91,100,48,23.29
73.09000000000205,10.31,gravdal,no,46.78,94,92,14.12
33.45999999999992,-175.36999999999762,kapaa,us,71.71,100,76,16.24
-76.82000000000262,64.00000000000063,taolanaro,mg,-28.55,31,44,20.49
-83.38000000000132,-174.64999999999725,vaini,to,5.83,72,8,34.81
-84.36000000000112,9.8,hermanus,za,-76.79,0,0,18.59
-76.52000000000268,34.069999999999915,port elizabeth,za,-102.44,0,0,3.15
72.790000000002,38.13999999999983,tumannyy,ru,51.73,85,0,15.79
9.72,132.60999999999748,meyungs,pw,79.9,100,80,16.02
5.22,40.49999999999977,kibre mengist,et,69.64,60,68,7.96
-18.34000000000025,-45.959999999997805,presidente olegario,br,71.35,57,0,3.15
41.04999999999976,67.6900000000012,chardara,kz,74.95,37,0,9.08
-16.890000000000278,-172.7699999999963,hihifo,to,79.18,100,0,14.56
36.769999999999854,153.05000000000155,sentyabrskiy,ru,77.38,95,48,8.97
36.539999999999864,-137.20999999999344,fortuna,us,65.5,100,56,18.48
34.949999999999896,151.2000000000006,nemuro,jp,81.52,97,48,12.66
-18.460000000000246,8.94,namibe,ao,65.86,100,12,15.57
32.06999999999996,-86.06000000000078,troy,us,88.7,55,40,5.82
13.67,-136.84999999999326,hilo,us,77.47,100,100,6.73
-59.62999999999994,35.29999999999988,port alfred,za,30.85,99,88,12.1
68.69000000000136,42.12999999999974,ostrovnoy,ru,55.96,79,0,16.02
-15.160000000000316,-49.17999999999831,goianesia,br,77.38,40,0,4.94
68.58000000000135,68.9200000000014,aksarka,ru,52,48,64,4.94
-80.55000000000189,-88.53000000000029,punta arenas,cl,-31.79,42,48,15.01
-26.630000000000074,-147.2399999999986,mataura,pf,70.45,99,68,4.5
32.709999999999944,162.5000000000064,sentyabrskiy,ru,77.02,99,76,14.23
13.0,61.13000000000018,salalah,om,79.45,95,88,36.26
-58.57999999999978,-142.43999999999613,mataura,pf,29.68,100,64,16.46
63.76000000000059,134.90999999999704,khandyga,ru,54.7,81,0,2.04
-49.61999999999838,-27.900000000000045,cidreira,br,36.07,99,0,26.19
-77.10000000000257,10.64,hermanus,za,-63.2,0,12,15.79
-20.18000000000021,154.3300000000022,yeppoon,au,73.33,100,88,6.4
-46.34999999999786,-141.68999999999573,rikitea,pf,49.48,96,56,26.75
-20.5300000000002,154.94000000000253,yeppoon,au,73.15,100,92,7.07
35.099999999999895,-48.40999999999819,torbay,ca,79.09,99,32,16.24
-19.66000000000022,-21.660000000000178,georgetown,sh,71.62,100,0,6.17
-58.1099999999997,98.62999999999829,busselton,au,30.4,100,76,9.75
73.4000000000021,-118.26000000000035,yellowknife,ca,36.34,75,92,25.08
41.82999999999975,-114.34000000000113,twin falls,us,91.6,13,0,4.61
11.35,-166.7199999999932,kapaa,us,80.53,100,12,1.7
10.69,-48.88999999999827,sinnamary,gf,78.91,100,24,15.79
73.94000000000219,12.040000000000001,barentsburg,sj,45.88,96,92,13.67
-46.82999999999794,39.569999999999794,east london,za,46.42,80,92,33.24
6.98,-78.61000000000226,jaque,pa,77.38,100,92,7.74
65.0800000000008,-46.64999999999792,paamiut,gl,29.77,100,92,4.61
43.949999999999704,96.67999999999867,hami,cn,58.84,48,0,7.18
-56.579999999999465,-46.13999999999783,mar del plata,ar,33.55,95,80,13.11
-59.64999999999995,35.38999999999989,port alfred,za,30.85,99,88,12.1
-26.950000000000067,-76.4000000000027,vallenar,cl,58.75,100,0,21.61
-77.57000000000247,90.03999999999999,busselton,au,-44.39,0,44,19.48
-80.64000000000186,95.08999999999898,albany,au,-81.2,0,12,5.61
-59.82999999999997,162.58000000000644,bluff,nz,33.64,100,88,18.03
-24.750000000000114,164.47000000000742,noumea,nc,70.27,100,88,5.5
-23.930000000000128,-51.08999999999861,faxinal,br,87.8,25,0,4.38
-50.119999999998456,-149.7999999999999,mataura,pf,46.33,100,12,33.58
-82.91000000000142,162.84000000000657,bluff,nz,-36.38,0,0,2.59
44.58999999999969,-21.98000000000017,rabo de peixe,pt,67.57,100,92,16.69
44.48999999999969,-21.900000000000173,rabo de peixe,pt,67.48,100,92,16.46
-23.540000000000138,-85.56000000000088,marcona,pe,63.88,100,64,16.69
-22.88000000000015,-146.8599999999984,mataura,pf,71.53,100,92,13.78
-78.27000000000234,68.58000000000135,taolanaro,mg,-36.29,45,32,23.29
-84.90000000000101,-109.4700000000021,punta arenas,cl,-29,34,24,27.2
-76.39000000000271,-84.37000000000111,punta arenas,cl,-30.35,43,76,41.29
31.84999999999996,74.80000000000231,ajnala,in,80.6,88,40,2.71
-58.12999999999971,-87.58000000000048,punta arenas,cl,36.88,100,36,25.3
0.58,-172.7699999999963,saleaula,ws,82.87,100,88,16.13
40.60999999999977,40.65999999999977,rize,tr,52.27,96,76,1.48
30.02,-58.039999999999694,saint george,bm,80.53,99,64,10.42
-79.54000000000208,-168.34999999999405,vaini,to,-38.18,0,12,6.51
62.45000000000039,73.95000000000218,surgut,ru,47.14,64,0,8.75
-57.719999999999644,61.8900000000003,taolanaro,mg,31.48,100,80,9.98
40.819999999999766,64.93000000000077,nurota,uz,79.9,15,0,10.42
-78.38000000000231,-26.32000000000008,ushuaia,ar,-40.43,0,0,5.5
7.91,-113.0300000000014,san patricio,mx,76.12,100,92,15.79
2.67,-18.540000000000244,bonthe,sl,77.2,100,8,13.56
-83.23000000000135,65.65000000000089,taolanaro,mg,-70.04,0,0,20.15
-18.180000000000252,-168.76999999999424,alofi,nu,76.84,100,0,8.97
61.150000000000176,-85.74000000000085,attawapiskat,ca,41.74,85,0,10.54
-83.9400000000012,163.9300000000071,bluff,nz,-59.15,0,0,5.06
-23.710000000000136,-79.19000000000216,antofagasta,cl,60.73,100,0,22.28
60.190000000000026,-51.94999999999874,paamiut,gl,44.62,96,12,19.71
-24.92000000000011,37.80999999999983,inhambane,mz,70.99,100,92,18.25
-79.990000000002,-141.3999999999956,mataura,pf,-35.3,0,12,6.73
32.86999999999994,-169.59999999999468,kapaa,us,71.53,100,76,17.69
33.35999999999993,5.6000000000000005,tuggurt,dz,105.8,20,0,5.82
2.81,67.6200000000012,kudahuvadhoo,mv,77.65,100,92,12.1
-84.39000000000112,-46.5899999999979,ushuaia,ar,-39.62,0,0,21.5
30.11,122.42999999999952,shenjiamen,cn,80.35,99,32,12.77
-58.7499999999998,-20.12000000000021,cidreira,br,9.43,100,0,15.01
-48.989999999998275,-105.27000000000294,castro,cl,44.8,98,68,27.76
32.54999999999995,-20.250000000000206,ponta do sol,pt,71.35,100,88,12.21
-27.57000000000005,133.20999999999736,yulara,au,36.97,68,0,11.43
-56.839999999999506,14.57,hermanus,za,28.24,100,36,16.8
8.83,-75.05000000000297,san benito abad,co,95.38,54,0,3.6
-29.85,125.76999999999884,esperance,au,43.27,49,0,8.97
60.24000000000004,128.63999999999828,mokhsogollokh,ru,52.27,95,0,4.05
-17.200000000000273,32.82999999999994,mutoko,zw,56.5,86,0,6.96
-29.330000000000013,60.78000000000012,souillac,mu,63.25,100,88,15.46
-54.979999999999215,-169.59999999999468,vaini,to,43.09,90,92,26.19
-46.89999999999795,-166.24999999999295,avarua,ck,51.55,98,0,15.57
-59.139999999999866,43.55999999999971,east london,za,32.47,93,92,26.64
-81.58000000000168,30.179999999999996,port elizabeth,za,-69.23,0,0,23.73
4.96,125.59999999999889,sarangani,ph,83.95,100,0,11.54
-79.77000000000203,-17.87000000000026,ushuaia,ar,-38,0,0,17.13
-17.76000000000026,69.29000000000146,quatre cocos,mu,72.52,100,0,21.05
69.15000000000143,154.0700000000021,srednekolymsk,ru,56.5,74,0,11.77
44.099999999999696,40.68999999999977,psebay,ru,58.93,94,8,2.59
72.63000000000197,-179.08999999999952,mys shmidta,ru,30.76,99,12,11.21
-53.579999999998996,-55.16999999999925,ushuaia,ar,37.6,100,64,19.48
33.05999999999993,-83.73000000000124,macon,us,86,66,40,10.29
44.0199999999997,-28.920000000000023,lagoa,pt,69.28,97,0,11.21
-28.650000000000027,-17.480000000000267,jamestown,sh,62.53,100,80,21.16
64.5400000000007,90.41999999999992,turukhansk,ru,36.7,79,0,3.38
71.35000000000177,3.02,bud,no,47.95,97,92,10.2
-47.42999999999803,-106.06000000000277,castro,cl,46.42,95,92,23.62
-15.630000000000306,10.43,namibe,ao,66.4,97,0,14.45
1.02,126.61999999999868,ternate,id,82.33,100,64,11.1
-16.82000000000028,157.20000000000368,poum,nc,76.3,100,0,13
-84.10000000000117,131.73999999999768,hobart,au,-45.65,0,36,30.11
-47.32999999999802,-118.64000000000027,rikitea,pf,47.77,92,92,31.56
-20.6100000000002,-147.18999999999858,teahupoo,pf,76.3,100,56,15.01
7.18,-178.059999999999,vaitupu,wf,81.97,100,36,6.73
71.70000000000184,5.3,sorland,no,47.77,97,80,10.2
-15.49000000000031,36.52999999999986,cuamba,mz,51.1,90,64,3.94
74.60000000000228,-135.80999999999273,tuktoyaktuk,ca,32.65,96,92,35.59
-50.819999999998565,-89.61000000000007,castro,cl,41.2,100,36,29.77
6.34,90.76999999999984,sabang,id,82.42,100,76,22.84
-20.360000000000205,-136.8699999999933,rikitea,pf,75.58,100,76,22.17
-59.81999999999997,134.5999999999971,new norfolk,au,34.45,93,88,26.31
-22.89000000000015,-54.81999999999919,caarapo,br,85.48,34,48,12.66
69.43000000000147,133.5599999999973,verkhoyansk,ru,42.1,100,92,4.05
3.67,2.37,anloga,gh,78.73,100,64,15.57
38.379999999999825,-19.900000000000215,vila franca do campo,pt,67.48,100,12,13.78
31.87999999999996,-136.5099999999931,fortuna,us,68.29,100,100,16.24
66.29000000000099,-57.69999999999964,sisimiut,gl,36.25,83,80,6.4
67.0700000000011,68.82000000000139,aksarka,ru,52.9,47,44,2.71
30.03,163.15000000000674,sentyabrskiy,ru,78.73,100,32,8.63
2.68,-54.03999999999907,grand-santi,gf,81.88,73,68,2.93
41.409999999999755,70.1800000000016,angren,uz,48.58,76,0,1.14
33.009999999999934,65.53000000000087,deh rawud,af,68.2,43,32,2.59
-18.25000000000025,67.12000000000111,quatre cocos,mu,70.72,100,88,21.83
-54.8999999999992,-177.29999999999862,vaini,to,45.61,92,92,29.77
60.98000000000015,-140.9999999999954,haines junction,ca,32.74,95,0,0.92
1.94,-20.6300000000002,goderich,sl,77.2,100,36,14.67
71.33000000000177,-142.27999999999605,aklavik,ca,32.83,91,56,22.73
71.91000000000186,151.3600000000007,chokurdakh,ru,40.12,73,64,12.66
-56.56999999999947,130.29999999999797,portland,au,38.68,88,92,37.16
-55.10999999999923,91.33999999999973,busselton,au,29.68,100,80,40.4
-50.20999999999847,94.59999999999908,busselton,au,35.89,100,76,38.39
-84.01000000000118,-138.74999999999426,rikitea,pf,-4.97,63,8,22.28
-26.430000000000078,14.49,luderitz,na,60.55,100,0,12.21
32.35999999999995,100.24999999999795,yaan,cn,44.98,100,92,2.04
10.91,-107.91000000000241,coahuayana,mx,80.89,100,80,13.22
-84.90000000000101,35.469999999999885,port elizabeth,za,-65.09,0,0,22.06
32.629999999999946,155.890000000003,sentyabrskiy,ru,78.73,100,8,8.97
-28.280000000000037,-17.240000000000272,jamestown,sh,62.62,100,64,17.69
-47.71999999999808,-169.0899999999944,vaini,to,51.28,100,12,15.01
72.71000000000198,-79.43000000000211,clyde river,ca,42.8,81,75,3.36
42.71999999999973,-167.25999999999348,bethel,us,58.48,98,80,14.56
65.57000000000087,74.79000000000231,pangody,ru,42.19,68,0,2.93
-80.23000000000195,127.88999999999842,new norfolk,au,-62.93,0,0,28.77
-19.120000000000232,64.4900000000007,grand river south east,mu,72.61,100,68,22.5
-23.48000000000014,134.38999999999714,alice springs,au,35.6,69,0,2.24
-16.520000000000287,-105.04000000000298,puerto ayora,ec,70.72,100,76,18.59
-49.31999999999833,65.61000000000088,saint-philippe,re,39.76,91,92,31.23
3.11,31.659999999999965,adjumani,ug,73.78,62,80,3.71
-55.95999999999937,66.72000000000105,saint-philippe,re,33.1,99,64,29.21
-49.1399999999983,-54.35999999999912,necochea,ar,40.57,96,88,23.85
-80.4100000000019,103.78999999999726,albany,au,-76.7,0,0,8.75
-58.85999999999982,-172.9699999999964,vaini,to,38.95,92,92,21.83
43.399999999999714,-167.18999999999346,bethel,us,56.95,99,88,14.45
-76.26000000000273,32.899999999999935,port elizabeth,za,-100.46,0,0,2.93
-81.87000000000162,-142.85999999999635,mataura,pf,-35.39,0,8,9.98
-19.010000000000232,124.22999999999917,broome,au,56.59,30,0,9.64
67.27000000000113,-172.18999999999602,lavrentiya,ru,46.15,84,68,5.95
30.649999999999984,73.27000000000207,sahiwal,pk,84.13,87,8,2.93
-26.990000000000066,30.179999999999996,volksrust,za,27.88,72,0,3.49
-49.1499999999983,-75.4200000000029,coihaique,cl,41.2,100,92,14.23
-89.0000000000002,63.160000000000494,taolanaro,mg,-72.38,0,12,16.02
61.120000000000175,-119.08000000000018,high level,ca,71.62,51,0,3.38
4.1,-24.530000000000115,sao filipe,cv,79.09,100,48,12.21
-51.16999999999862,-168.8899999999943,vaini,to,46.96,94,0,17.13
70.2100000000016,40.73999999999977,ostrovnoy,ru,56.5,83,0,21.16
9.65,-46.5299999999979,cayenne,gf,79.9,100,88,12.21
6.84,41.16999999999976,ginir,et,74.5,53,88,10.2
35.769999999999875,30.129999999999995,kumluca,tr,82.87,92,0,7.96
43.47999999999971,-117.4600000000005,ontario,us,92.32,17,1,8.05
-48.07999999999814,127.57999999999849,esperance,au,49.57,94,0,19.15
-88.34000000000033,160.99000000000564,bluff,nz,-56.27,0,12,20.49
13.77,-166.59999999999314,kapaa,us,80.26,100,64,10.42
-81.15000000000177,-25.120000000000104,ushuaia,ar,-49.97,0,0,10.76
65.93000000000093,-167.58999999999367,nome,us,48.2,93,90,19.46
-15.810000000000302,-116.07000000000079,rikitea,pf,73.6,100,56,21.27
13.790000000000001,36.40999999999986,himora,et,74.05,80,64,6.62
33.53999999999992,96.74999999999866,tezu,in,28.33,79,0,2.04
-88.88000000000022,-177.50999999999874,vaini,to,-58.52,0,32,13.67
-58.50999999999976,-50.059999999998446,ushuaia,ar,31.66,91,64,22.28
2.22,66.04000000000094,kudahuvadhoo,mv,79.45,100,64,15.46
4.91,99.99999999999801,parit buntar,my,78.8,88,75,2.24
-47.02999999999797,6.61,cape town,za,39.94,100,68,24.29
7.9,-22.830000000000155,praia,cv,79.81,100,56,5.95
-78.61000000000226,122.62999999999948,new norfolk,au,-66.62,0,0,21.61
-89.5200000000001,-165.09999999999238,mataura,pf,-58.88,0,32,11.54
-17.39000000000027,99.34999999999815,palabuhanratu,id,74.68,100,0,11.1
-59.259999999999884,-23.630000000000138,chuy,uy,6.1,100,56,5.73
61.610000000000255,69.95000000000155,gornopravdinsk,ru,52.9,53,0,5.39
-46.719999999997924,-79.56000000000208,castro,cl,46.33,100,36,23.17
-87.65000000000046,-16.150000000000297,ushuaia,ar,-69.14,0,8,21.72
13.290000000000001,-54.43999999999913,bathsheba,bb,79.63,100,36,17.13
69.83000000000153,9.03,sorland,no,51.37,96,20,8.08
37.00999999999985,-56.07999999999939,louisbourg,ca,79.63,96,0,13.44
41.299999999999756,-144.08999999999696,sitka,us,62.8,100,64,13.67
-54.78999999999918,-172.7599999999963,vaini,to,44.62,89,88,26.75
-79.65000000000205,96.33999999999874,albany,au,-72.74,0,20,12.1
-19.910000000000217,-175.14999999999753,pangai,to,74.05,100,12,13.67
3.02,-171.08999999999543,saleaula,ws,83.86,98,8,12.66
42.11999999999974,39.14999999999981,besikduzu,tr,77.92,100,0,4.16
-20.000000000000213,-114.980000000001,rikitea,pf,72.7,100,24,19.04
-83.70000000000125,163.660000000007,bluff,nz,-59.15,0,0,5.06
69.44000000000148,-138.18999999999397,aklavik,ca,45.16,90,0,11.21
8.01,-115.4500000000009,san patricio,mx,75.67,100,92,13.67
38.21999999999983,-57.399999999999594,louisbourg,ca,76.93,100,68,18.03
39.4099999999998,-169.19999999999447,kapaa,us,64.87,100,68,12.55
39.91999999999979,130.4999999999979,khasan,ru,74.05,92,12,11.54
-83.91000000000122,31.109999999999978,port elizabeth,za,-64.19,0,0,22.06
-22.280000000000165,120.21999999999996,port hedland,au,48.85,66,0,2.59
34.369999999999905,128.34999999999835,hirado,jp,82.24,93,0,9.08
34.259999999999906,-112.02000000000159,camp verde,us,91.94,37,75,4.7
-85.68000000000086,0.54,hermanus,za,-75.35,0,0,19.04
67.55000000000118,90.24999999999994,svetlogorsk,ru,29.5,82,0,2.71
-27.97000000000004,35.429999999999886,xai-xai,mz,70.54,100,8,13.56
38.499999999999815,6.0200000000000005,constantine,dz,80.08,92,80,13
-21.48000000000018,-81.61000000000166,marcona,pe,62.53,100,0,22.28
38.44999999999982,11.55,trapani,it,78.82,99,0,8.08
-86.4500000000007,120.02,new norfolk,au,-67.61,0,20,21.61
36.49999999999986,125.5399999999989,seoul,kr,76.84,100,0,10.98
44.3799999999997,-84.67000000000107,cadillac,us,78.19,57,1,16.11
-53.66999999999901,133.5199999999973,portland,au,42.28,91,92,29.55
-50.59999999999853,-109.78000000000203,castro,cl,44.53,97,64,24.29
63.55000000000055,-87.39000000000053,attawapiskat,ca,45.25,88,8,19.6
34.14999999999991,162.29000000000627,severo-kurilsk,ru,76.75,97,68,12.1
66.94000000000108,43.16999999999972,kamenka,ru,59.83,74,0,16.58
-22.81000000000015,-178.90999999999946,vaini,to,69.64,100,0,6.73
-83.52000000000129,-138.4399999999941,rikitea,pf,-19.1,25,8,15.23
40.26999999999978,-148.6199999999993,kodiak,us,64.42,100,0,6.62
-23.660000000000135,6.92,henties bay,na,63.61,100,48,8.41
-45.489999999997735,38.61999999999982,east london,za,47.41,81,92,33.13
-47.8699999999981,-146.35999999999814,mataura,pf,47.5,100,68,25.52
35.07999999999989,9.14,subaytilah,tn,81.34,46,56,4.72
-22.19000000000017,160.3600000000053,poum,nc,71.08,100,88,6.4
-59.49999999999992,-116.39000000000073,rikitea,pf,37.6,92,88,23.29
